vehicle_brand,year,engine_capacity,miles_driven,selling_price,pin_code
Renault,2013,2.3,173,15200,95903
Mercedes-Benz,2013,2.2,175,14300,37917
Renault,2013,2,176,10299,37922
Volkswagen,2013,2,178,15500,3431
Volkswagen,2013,3,180,41000,37830
Renault,2013,1.5,190,13400,37922
Volkswagen,2013,1.6,195,12500,42420
Mercedes-Benz,2013,2.2,260,17999,52001
Volkswagen,2013,2,800,20500,37931
Mercedes-Benz,2013,3,980,68700,37920
Volkswagen,2012,2,1,15900,37931
Renault,2012,1.5,1,7200,6460
Volkswagen,2012,1.4,1,4200,34786
Mercedes-Benz,2012,2.2,10,46900,6451
Mercedes-Benz,2012,4.7,11,59999,45248
Mitsubishi,2012,2.5,11,24500,76248
Audi,2012,5.2,12,98000,12538
Mercedes-Benz,2012,1.8,12,38600,94563
BMW,2012,3,15,64999,64081-8102
BMW,2012,2,24,24999,94044
Mercedes-Benz,2012,3,29,54500,95616
Toyota,2012,2,34,22900,92104
Mercedes-Benz,2012,5,37,300000,45459
Volkswagen,2012,3,37,40500,75013
Audi,2012,2.8,37,37000,48178
Mercedes-Benz,2012,1.8,37,29500,10025
Mitsubishi,2012,1.8,38,17500,7719
BMW,2012,4,40,57777,92120
Volkswagen,2012,1,41,8000,2657
BMW,2012,2,42,41500,60081
Mercedes-Benz,2012,4.7,43,57000,95677
Toyota,2012,3,43,36700,30345
Audi,2012,1.8,43,24300,44313
Audi,2012,6.3,44,68500,61910
Toyota,2012,3.5,44,34000,4056
Volkswagen,2012,1.4,44,16200,6877
Renault,2012,1.6,46,8750,11217
Mitsubishi,2012,2.4,47,21500,14850
Mitsubishi,2012,2,47,19000,78750
Renault,2012,1.4,47,6900,6405
Volkswagen,2012,2,48,19999,19428
Toyota,2012,2,48,20100,99005
Volkswagen,2012,2,48,23500,18049
Mitsubishi,2012,1.6,48,12500,75080
Volkswagen,2012,1.4,48,13500,84010
Toyota,2012,3,50,42500,1060
Renault,2012,1.6,50,8000,2021
Toyota,2012,3.5,52,27400,52402
BMW,2012,3,52,32000,98443
Volkswagen,2012,2,52,25500,24541
Toyota,2012,1.4,52,12400,94598
Toyota,2012,1.4,54,19200,77040
Audi,2012,6.3,55,72000,60188
Volkswagen,2012,2,56,18900,19143
Mercedes-Benz,2012,3,60,52777,2116
Toyota,2012,2.5,60,22900,6459
Audi,2012,2,60,28950,72949
Mitsubishi,2012,1.6,60,11450,90024
Mercedes-Benz,2012,4.6,61,57000,74128
Audi,2012,2.8,61,35000,30117
Volkswagen,2012,2,62,24500,72764
Volkswagen,2012,1.6,62,8900,60660
Volkswagen,2012,1.4,62,12300,11050
BMW,2012,4.4,63,44800,94002
Mitsubishi,2012,2,63,10888,22903
BMW,2012,4.4,64,77000,80303
Toyota,2012,2.5,65,21999,10025
Volkswagen,2012,2,65,22000,91360
Volkswagen,2012,1.6,65,14800,28120
Renault,2012,1.4,65,6999,77006
Renault,2012,1.5,66,6299,27516
Toyota,2012,4.5,67,68000,10023
Volkswagen,2012,1.8,67,24000,63131
Renault,2012,1.6,67,10500,91403
Toyota,2012,1.6,67,14100,2420
Toyota,2012,4.5,68,61990,55016
BMW,2012,3,68,45200,78766
Toyota,2012,2.7,68,30990,92103
Renault,2012,1.4,69,7200,10040
Volkswagen,2012,1.4,69,15000,94133
Audi,2012,1.4,69,16999,45205
Toyota,2012,2.5,70,20900,60201
Audi,2012,2,70,30900,90049
Volkswagen,2012,1.4,70,17900,85013
Audi,2012,2.8,71,34500,70116
Mercedes-Benz,2012,2.2,71,30900,94022
Volkswagen,2012,3,73,37900,22043
Volkswagen,2012,3,73,37900,2127
Toyota,2012,2.5,73,26200,55106
BMW,2012,2,73,29999,2138
Volkswagen,2012,1.8,73,17400,94014
Renault,2012,1.5,73,7200,10011
Audi,2012,1.8,74,28500,32225
Volkswagen,2012,1.6,75,10600,95864
Toyota,2012,1.4,75,12500,78705
Volkswagen,2012,1.2,75,12700,10027
Volkswagen,2012,1.8,76,17500,47401
Toyota,2012,3,77,36800,64151
BMW,2012,3,77,51500,94102
Toyota,2012,2.5,77,20999,10469
Volkswagen,2012,1.4,77,15900,95814
Mitsubishi,2012,2.4,78,19400,20009
Renault,2012,2,78,12499,53717
Volkswagen,2012,2,78,25200,80687
BMW,2012,2,78,28900,88005
Volkswagen,2012,1.6,78,10400,55405
BMW,2012,3,79,18500,55104
Toyota,2012,1.6,79,13900,84064
Toyota,2012,3.5,80,28700,94025
BMW,2012,3,80,41000,7039
BMW,2012,3,80,41000,78749
BMW,2012,3,80,44000,12345
BMW,2012,2.99,80,53999,43228
Toyota,2012,2.5,80,21999,92614
BMW,2012,2,80,25999,53221
Volkswagen,2012,1.8,80,17999,90068
Volkswagen,2012,1.8,80,23999,60614
Renault,2012,2,81,12000,94901
BMW,2012,3,82,49900,93103
Volkswagen,2012,2,82,20900,48104
Toyota,2012,3.5,83,28900,92630
Mercedes-Benz,2012,2.2,83,29900,6511
Renault,2012,2,83,14200,92025
Mitsubishi,2012,3.2,84,26850,48104
Toyota,2012,2.5,84,22900,48104
Renault,2012,1.5,84,8600,48104
Toyota,2012,3,85,35500,7030
Volkswagen,2012,1.6,86,8800,48103
Toyota,2012,2.5,88,21900,94110
Renault,2012,1.6,88,9500,97330
Toyota,2012,4.5,89,41900,48105
Mercedes-Benz,2012,3,89,43900,20879
BMW,2012,2,89,15500,45236
Toyota,2012,2,89,21500,97330
Toyota,2012,1.8,89,18800,45243
Renault,2012,1.6,89,9500,55408
Toyota,2012,4.5,90,59900,94704
Toyota,2012,4.5,90,65000,90028
Toyota,2012,2.5,90,16030,94133
Toyota,2012,1.6,90,13900,78660
Volkswagen,2012,3,91,47777,62707
Toyota,2012,3.5,92,28700,78759
Volkswagen,2012,3,92,34000,85255
Volkswagen,2012,1.4,92,17900,60302
Volkswagen,2012,2,93,21000,92037
BMW,2012,2,93,39500,14843
Volkswagen,2012,1.6,93,8800,97401
Renault,2012,2,94,9300,49042
Volkswagen,2012,1.6,95,10999,77301
Renault,2012,1.5,95,12179,2421
Toyota,2012,3.5,97,28500,94025
Mercedes-Benz,2012,1.8,97,24900,44056
Volkswagen,2012,1.4,97,14700,2148
Toyota,2012,3.5,100,28700,97470
BMW,2012,2,100,27500,55126
BMW,2012,2,100,31000,6107
Renault,2012,1.5,100,8600,2155
Volkswagen,2012,1.6,101,8499,55410
Renault,2012,1.5,101,7200,77252
Volkswagen,2012,1.6,102,8200,45459
Renault,2012,1.5,102,6700,93448
Volkswagen,2012,1.4,103,8910.525,90004
Volkswagen,2012,1.2,104,13950,55112
Toyota,2012,2.5,105,23600,22039
Volkswagen,2012,2,105,24000,98133
Audi,2012,2,105,26000,83704
BMW,2012,3,106,51900,77025
Volkswagen,2012,1.8,107,20600,10012
Volkswagen,2012,3,108,34500,21117
BMW,2012,2,108,24000,90036
Audi,2012,2,108,32500,98467
Mercedes-Benz,2012,2.2,109,33000,12345
Volkswagen,2012,1.8,109,19000,72801
Volkswagen,2012,1.8,110,17650,89128
Volkswagen,2012,1.6,110,10999,2138
Renault,2012,1.5,110,6750,31605
Renault,2012,1.4,110,7000,72837
Volkswagen,2012,2,111,20350,7663
Mercedes-Benz,2012,2.2,112,24999,15213
Volkswagen,2012,2,112,19900,95616
Audi,2012,2,112,23400,94546
Renault,2012,1.5,114,9700,10128
Volkswagen,2012,1.8,115,17900,55408
Volkswagen,2012,1.8,115,23300,10014
Mercedes-Benz,2012,2.2,116,12800,94132
Renault,2012,2,118,10990,44313
Renault,2012,1.5,118,6700,7430
Mercedes-Benz,2012,4.7,119,51000,12866
Volkswagen,2012,2,119,17900,32935
Renault,2012,1.5,119,6800,27707
Renault,2012,1.5,120,7400,92019
Volkswagen,2012,1.4,120,19100,80228
Volkswagen,2012,1.2,120,9000,94110
Mercedes-Benz,2012,3,121,47300,98144
Mercedes-Benz,2012,3,122,26600,35216
Volkswagen,2012,2,122,20900,80304
Volkswagen,2012,1.8,122,18999,20015
Renault,2012,1.5,123,7200,55447
Audi,2012,3,124,52000,54481
Mercedes-Benz,2012,1.8,124,23900,54016
Renault,2012,1.5,125,7300,10583
Renault,2012,1.5,125,7700,93428
Renault,2012,1.1,125,12800,10027
Renault,2012,2,126,8999,93105
Volkswagen,2012,2,126,9850,60660
Volkswagen,2012,1.6,127,11000,92647
Renault,2012,1.5,127,11000,8820
Renault,2012,1.5,128,7700,85258
BMW,2012,3,130,25000,92648
Mercedes-Benz,2012,2.2,130,12999,15330
Volkswagen,2012,1.6,130,9000,26505
Volkswagen,2012,1.6,130,9800,95616
Renault,2012,1.5,130,8500,44514
Toyota,2012,2.7,132,22900,53704
Renault,2012,1.5,132,13300,45220
Volkswagen,2012,1.6,133,8950,92704
Volkswagen,2012,2,134,13700,8330
Renault,2012,1.5,135,5950,94107
BMW,2012,2,136,34900,33486
Renault,2012,1.5,136,6400,79705
Mercedes-Benz,2012,2.2,137,25500,20009
Renault,2012,1.5,137,12000,48197
Renault,2012,2,138,10900,44706
Mitsubishi,2012,1.5,139,8200,80013
Volkswagen,2012,3,140,37990,27514-3540
Audi,2012,2.8,140,25500,79410
Audi,2012,2,140,31500,19119
BMW,2012,2,140,38500,19119
Volkswagen,2012,1.6,140,8950,85719
Renault,2012,1.5,140,6750,92649
Renault,2012,1.5,140,6799,60045
Renault,2012,1.5,140,6900,12561
Toyota,2012,1.4,140,9950,90292
Renault,2012,1.5,141,8350,68516
BMW,2012,2,142,24700,11784
Renault,2012,1.5,142,7150,29404-2205
Volkswagen,2012,2,143,16450,93436
Volkswagen,2012,2,144,7950,8053
Volkswagen,2012,1.4,144,17500,44118
Toyota,2012,1.3,144,10400,8902
Renault,2012,2,146,10499,54016
Mercedes-Benz,2012,1.8,146,21500,94546
Volkswagen,2012,1.6,146,10800,92870
Renault,2012,1.5,146,7200,30533
BMW,2012,4,147,48550,400060
Renault,2012,1.5,148,6450,22936
Renault,2012,1.5,148,7440,91790
Renault,2012,1.5,148,10500,10025
Renault,2012,2.3,150,11700,14701
Volkswagen,2012,2,150,15900,55405
Volkswagen,2012,1.4,150,13200,20815
Renault,2012,1.5,151,7650,3070
Audi,2012,3,152,30500,13603
Mercedes-Benz,2012,2.2,152,16500,2476
Volkswagen,2012,2,152,19999,48135
Volkswagen,2012,1.6,152,9555,90069
Volkswagen,2012,1.6,153,10600,30033
Renault,2012,1.5,154,7300,14623
BMW,2012,2,155,27300,8742
Renault,2012,1.5,155,6750,30306
Renault,2012,1.5,155,11100,48342
Renault,2012,1.5,155,11700,95380
Volkswagen,2012,2,156,13900,20653
Volkswagen,2012,1.6,156,10800,2139
Renault,2012,1.5,156,7400,92084
Mercedes-Benz,2012,2.2,157,11499,80129
Volkswagen,2012,1.6,157,10777,16801
Renault,2012,1.5,157,11200,48105
Renault,2012,2,158,9000,48135
Volkswagen,2012,2,158,14899,47933
Mercedes-Benz,2012,1.8,159,21500,15208
Volkswagen,2012,2,160,20800,48867
Volkswagen,2012,1.6,160,10000,48867
Renault,2012,1.5,160,6700,7981
BMW,2012,3,162,32500,54401
Mercedes-Benz,2012,1.8,162,17800,73160
Mercedes-Benz,2012,1.8,162,17800,78251
Mercedes-Benz,2012,1.8,162,17800,94546
Volkswagen,2012,1.4,162,13499,10538
Renault,2012,2,164,10100,33133
Mercedes-Benz,2012,1.8,164,22500,44126
Volkswagen,2012,1.6,164,12700,10019
Toyota,2012,1.4,164,12750,94122
Mercedes-Benz,2012,2.2,165,11800,30260
Volkswagen,2012,2,165,10950,60611
Volkswagen,2012,1.6,165,9999,80228
Renault,2012,1.5,165,10500,28542
Renault,2012,1.5,165,11200,77005
Renault,2012,1.5,165,11600,61350
Renault,2012,2,166,9100,94608
Mercedes-Benz,2012,2.2,167,17900,92867
Volkswagen,2012,2,168,14500,30309
Renault,2012,1.5,168,6800,80503
Volkswagen,2012,1.6,170,14900,59715
Renault,2012,1.5,170,11500,80503
Renault,2012,1.5,170,11500,2472
Renault,2012,2,173,11900,2140
Mercedes-Benz,2012,2.2,174,11400,30318
Volkswagen,2012,2,175,13999,55042
Renault,2012,1.5,175,10900,40515
BMW,2012,3,176,41500,53213
Volkswagen,2012,2,176,10750,53404
Volkswagen,2012,1.6,176,10500,2142
Volkswagen,2012,2,177,14800,53213
Renault,2012,1.5,177,11700,68506
BMW,2012,4,178,47900,40504
Renault,2012,1.5,179,11800,77006
Audi,2012,4.2,180,39800,2494
Mercedes-Benz,2012,2.2,180,24500,41706
Volkswagen,2012,2,180,12900,55447
Renault,2012,2,180,13999,98374
Renault,2012,1.5,180,6300,66044
Renault,2012,1.5,180,10900,53818
Renault,2012,1.5,180,11100,54915
Volkswagen,2012,1.6,181,9900,48823
Renault,2012,2,183,10200,68046
Mercedes-Benz,2012,2.2,184,9600,90068
Volkswagen,2012,2,184,12499,80010
Renault,2012,1.5,184,6600,2115
Mercedes-Benz,2012,2.2,185,12250,99701
Renault,2012,1.5,186,6500,2322
Renault,2012,2,187,10800,19104
Renault,2012,1.5,188,11999,94506
Volkswagen,2012,3,189,38000,95405
Renault,2012,2,189,10900,29609
Renault,2012,2,190,10100,76028
Renault,2012,1.5,193,10799,22657
Volkswagen,2012,2,194,15800,94117
Mercedes-Benz,2012,2.2,196,13200,33023
Renault,2012,1.5,198,13500,60068
Mercedes-Benz,2012,2.2,199,12950,75075
Mercedes-Benz,2012,2.2,205,14500,85287
Volkswagen,2012,1.6,206,8950,92008
Renault,2012,2,207,10999,97232
Volkswagen,2012,2,210,11500,80202
Mercedes-Benz,2012,2.2,211,14900,85210
Mercedes-Benz,2012,2.2,213,22500,60611
Volkswagen,2012,2,213,12700,98103
Renault,2012,1.5,216,10999,96661
Mercedes-Benz,2012,2.2,217,14600,7090
Mercedes-Benz,2012,3,220,17500,68144
Renault,2012,2.3,226,12850,33324
Renault,2012,1.5,230,11500,8406
Mercedes-Benz,2012,2.2,236,22000,10003
Mercedes-Benz,2012,2.2,247,13000,29205
Toyota,2011,4.5,1,135000,29662
Volkswagen,2011,1.6,1,8350,83713
Volkswagen,2011,1.6,18,18000,55100
Renault,2011,1.6,21,8700,21202
Volkswagen,2011,1.8,26,22000,94062
Audi,2011,2,27,30900,28227
Mercedes-Benz,2011,6,29,295000,30127
Mercedes-Benz,2011,6,29,295000,4255
BMW,2011,3,29,42500,30076
Mitsubishi,2011,2.4,31,20800,94533
Mercedes-Benz,2011,2.2,34,55000,7728
BMW,2011,3,35,34900,94065
Toyota,2011,2.7,40,30500,77083
Mercedes-Benz,2011,3,42,45555,20037
BMW,2011,3,45,39999,2777
Toyota,2011,3.5,49,20800,10009
Renault,2011,1.6,51,6400,55116
Mercedes-Benz,2011,5.5,54,40500,55555
Audi,2011,2.8,54,32300,94612
Mercedes-Benz,2011,3,55,41000,53188
Toyota,2011,1,55,8500,55128
Toyota,2011,2.7,56,30800,11746
Renault,2011,1.6,56,9000,6111
Mitsubishi,2011,1.5,56,9800,50265
Toyota,2011,1,56,7900,61832
Mitsubishi,2011,1.5,57,10500,93401
BMW,2011,4.4,58,49000,94587
Mercedes-Benz,2011,4.6,59,43500,21093
BMW,2011,3,60,48900,2021
Audi,2011,2,60,25000,2420
Audi,2011,2,60,33000,89031
Audi,2011,1.2,60,14500,60010
Toyota,2011,4.5,61,89000,98103
Volkswagen,2011,2,62,22500,80910
Volkswagen,2011,1.2,62,9500,44313
Renault,2011,2,64,12350,98027
Volkswagen,2011,2,64,18100,32308
Audi,2011,2,65,27300,6279
Mercedes-Benz,2011,1.8,65,28500,60630
Mitsubishi,2011,1.5,65,8260,43214
Toyota,2011,2.5,66,21600,68516
Volkswagen,2011,1.6,66,10000,2322
Audi,2011,1.2,66,15000,40515
BMW,2011,3,67,35500,28804
Audi,2011,2,67,33500,2176
Mercedes-Benz,2011,6,68,300000,92054
Mitsubishi,2011,1.8,68,15700,73071
Renault,2011,1.5,68,11900,70809-2612
Mitsubishi,2011,2.5,69,17500,60302
BMW,2011,4.4,71,69999,92614
BMW,2011,2.99,71,42000,30340
Audi,2011,2,71,33300,29630
BMW,2011,2,73,20500,64468
Volkswagen,2011,1.6,73,12000,33705
Volkswagen,2011,1.4,73,13300,22124
Volkswagen,2011,4.2,74,35000,54942
Mercedes-Benz,2011,2.2,74,22900,78759
Volkswagen,2011,2,74,6500,92728
Toyota,2011,2,74,21000,2067
Audi,2011,2,74,27500,66203
Volkswagen,2011,1.8,74,18500,91505
Audi,2011,3,75,36100,2139
Toyota,2011,2.5,75,23500,1772
Mercedes-Benz,2011,2,75,15500,2135
Volkswagen,2011,1.8,75,18900,55343
Mercedes-Benz,2011,1.8,77,24500,19104
Renault,2011,1.6,77,9500,91505
Mitsubishi,2011,1.5,78,7999,19104
BMW,2011,3,80,36400,2134
BMW,2011,3,80,45000,30189
Volkswagen,2011,2,80,23000,63126
Volkswagen,2011,1.6,80,9900,52240
BMW,2011,3,82,39900,48073
Volkswagen,2011,1.8,82,19500,44512
Mercedes-Benz,2011,5.5,84,39900,1464
Volkswagen,2011,3,84,35999,32708
Renault,2011,1.5,84,8400,49855
Mitsubishi,2011,3.2,86,25999,96778
BMW,2011,3,87,44999,90019
Volkswagen,2011,1.6,87,8500,61554
Volkswagen,2011,1.6,87,10400,60014
Toyota,2011,2,88,19400,3768
Toyota,2011,1.8,89,16000,30030
Audi,2011,3,90,29999,66502
Volkswagen,2011,3,90,45000,13603
Volkswagen,2011,2,90,16000,80228
Renault,2011,1.5,90,11700,23229
Volkswagen,2011,3,92,35800,44107
Toyota,2011,2.7,93,23300,78252
Renault,2011,1.5,93,10500,97701
Renault,2011,1.5,94,9300,75089
Mercedes-Benz,2011,6.3,95,41900,30701
Mercedes-Benz,2011,6.3,95,41900,21050
Mercedes-Benz,2011,6.2,95,41900,48038
BMW,2011,4.4,95,37000,88005
Toyota,2011,3.5,95,28000,44039
Toyota,2011,2,95,17000,75605
Toyota,2011,2,95,18990,33901
Toyota,2011,2,95,18999,54601
Mitsubishi,2011,2.5,96,22400,53403
BMW,2011,4.4,97,41000,45011
Audi,2011,3,97,29999,77018
BMW,2011,3,97,51000,21114
Mercedes-Benz,2011,2.2,97,31900,89128
Mercedes-Benz,2011,2.14,97,30000,21113
BMW,2011,3,98,39600,75006
Mitsubishi,2011,2.5,98,21000,53545
Mercedes-Benz,2011,2.2,98,13999,89431
BMW,2011,2,98,17700,60061
Mercedes-Benz,2011,2.99,99,35500,36264
Renault,2011,2.5,99,12300,28270
Mercedes-Benz,2011,5.5,100,42500,73118
Mitsubishi,2011,3.2,100,8400,55412
Audi,2011,3,100,39999,29070
Volkswagen,2011,2,101,6500,20851
Toyota,2011,4,102,35999,93111
BMW,2011,2,102,17500,78746
Volkswagen,2011,1.8,102,20000,19403
Volkswagen,2011,2,103,13700,79912
Toyota,2011,2,105,18800,14215
Volkswagen,2011,1.8,105,16999,79416
Audi,2011,1.8,106,20500,77057
Volkswagen,2011,1.6,106,9600,79416
Toyota,2011,3.5,107,28500,77379
Volkswagen,2011,1.8,107,19999,19063
Volkswagen,2011,1.6,107,9600,70806
BMW,2011,3,108,37700,60004
Mercedes-Benz,2011,3,109,32800,63366
BMW,2011,4.4,110,37500,94954
Audi,2011,3,110,30500,11211
Mercedes-Benz,2011,3,110,42500,23221
BMW,2011,3,110,60500,77536
Volkswagen,2011,1.8,110,15700,48187
Volkswagen,2011,1.8,110,15700,91221
Mercedes-Benz,2011,1.8,110,22000,46807
Toyota,2011,1.6,110,11500,13676
Mitsubishi,2011,2.4,111,17800,12144
BMW,2011,3,112,24100,85283
Volkswagen,2011,2,112,11900,29672
Renault,2011,1.5,113,10600,74114
Mercedes-Benz,2011,5.5,115,46700,95123
BMW,2011,3,115,37200,1450
Mercedes-Benz,2011,2.2,115,15000,10027
Volkswagen,2011,2,115,14100,22032
Volkswagen,2011,2,116,16200,66048
BMW,2011,3,117,34900,53713
Toyota,2011,2.7,118,26900,80903
Volkswagen,2011,1.6,118,12500,33308
Volkswagen,2011,1.2,118,9999,89108
Toyota,2011,3.5,120,28900,93907
Toyota,2011,2,120,18300,95050
Audi,2011,2,122,22800,18042
Mercedes-Benz,2011,2.2,123,31500,21234
Volkswagen,2011,2,125,18500,6905
Volkswagen,2011,1.6,125,8999,22947
Toyota,2011,4,126,13500,90731
Volkswagen,2011,1.6,127,12900,37363
Renault,2011,1.5,127,6500,85710
Renault,2011,1.5,127,8300,77006
Renault,2011,1.5,127,12800,53818
BMW,2011,4.4,128,42000,60148
Volkswagen,2011,1.4,128,14999,48198
BMW,2011,3,130,37000,11414-2520
Mitsubishi,2011,2.5,130,19800,20706
Volkswagen,2011,2,130,10650,20706
Toyota,2011,2,131,17595,37917
BMW,2011,2,131,26999,48130
Renault,2011,1.5,131,11000,90029
Volkswagen,2011,2,132,28000,44691
Volkswagen,2011,2,132,35900,44286
Volkswagen,2011,1.4,132,11900,82601
Renault,2011,1.5,134,6600,3301
Mitsubishi,2011,2.5,135,20000,78945
Volkswagen,2011,2,135,30000,2171
Volkswagen,2011,1.6,135,9000,83405
Volkswagen,2011,2,136,19300,30030
Renault,2011,1.5,136,10750,98133
Mercedes-Benz,2011,3,137,35500,15801
Renault,2011,2,138,10300,11554
Mitsubishi,2011,2.4,139,19000,98661
Volkswagen,2011,1.4,139,15880,91910
Mercedes-Benz,2011,5.5,140,42500,27616
Volkswagen,2011,2,140,10600,57006
Renault,2011,1.4,140,4999,78757
Renault,2011,2,141,8300,7067
BMW,2011,3,142,47777,2891
Volkswagen,2011,1.6,143,8400,44125
Mercedes-Benz,2011,2.14,144,27300,80525
Volkswagen,2011,2,145,8800,60010
Volkswagen,2011,2,145,18700,94931
Volkswagen,2011,1.6,145,12900,37221
Volkswagen,2011,1.4,145,16900,75650
Toyota,2011,4.5,147,54000,85719
BMW,2011,3,148,32500,45011
Mercedes-Benz,2011,2.2,148,28500,76135
Volkswagen,2011,1.6,148,9600,44240
Renault,2011,1.5,149,6300,44304
Volkswagen,2011,4.2,150,44000,8028
Renault,2011,1.5,150,12500,85730
Renault,2011,1.5,151,10200,98001
Audi,2011,2,152,16400,83616
Mitsubishi,2011,1.6,153,12800,91602
Volkswagen,2011,2,155,18000,98001
Volkswagen,2011,1.6,156,12700,52057
Toyota,2011,3.5,157,27800,30306
BMW,2011,3,160,28700,32920
BMW,2011,3,160,28700,27278
BMW,2011,3,160,34500,65804
Volkswagen,2011,2,160,12999,43623
Renault,2011,1.5,160,11300,74055
Audi,2011,1.4,160,15900,75074
Volkswagen,2011,1.4,160,17500,44221
Mercedes-Benz,2011,2.2,161,23500,43402
Volkswagen,2011,2,161,22800,57106
Renault,2011,2.3,162,11900,98103
BMW,2011,5,163,34600,80013
Toyota,2011,4,165,35500,19033
Volkswagen,2011,2,166,21900,40475
Volkswagen,2011,2,167,8900,2139
Volkswagen,2011,2,167,12650,10463
Volkswagen,2011,1.6,167,12800,52241
Volkswagen,2011,1.4,167,12350,94109
Volkswagen,2011,1.6,169,8599,98607
Audi,2011,4.2,170,46000,85705
BMW,2011,3,170,27900,80401
Mercedes-Benz,2011,2.2,170,23500,21045
Volkswagen,2011,2,170,6800,81005
BMW,2011,2,170,27500,94303
BMW,2011,2,170,27800,19806
BMW,2011,2,170,28000,32953
BMW,2011,2,170,29000,6880
Volkswagen,2011,2,170,40000,30101
Volkswagen,2011,1.6,170,14900,95492
Mercedes-Benz,2011,2.2,171,13566,28027
Mercedes-Benz,2011,2.2,171,14500,7405
Volkswagen,2011,1.6,171,9900,10022
Audi,2011,2,172,21800,15333
Mercedes-Benz,2011,1.8,173,20500,75601
Mercedes-Benz,2011,1.8,173,20500,92037
Volkswagen,2011,2,175,16700,94108
BMW,2011,2,175,29900,94121
Renault,2011,1.5,175,11500,28805
Volkswagen,2011,2,176,11999,2138
Renault,2011,1.5,176,9100,94403
Mercedes-Benz,2011,2.2,177,11850,94044
Volkswagen,2011,2,177,10950,72703
Renault,2011,1.5,177,11950,94613
BMW,2011,3,180,39000,33460
Mercedes-Benz,2011,2.2,180,11500,76054
BMW,2011,2,180,8100,1379
BMW,2011,2,180,18000,39648
Audi,2011,2,180,25300,29464
Renault,2011,1.5,180,10950,15701
Volkswagen,2011,1.6,181,9000,38261
Mercedes-Benz,2011,2.2,182,13200,92503
Volkswagen,2011,2,182,12300,62234
Renault,2011,2,183,11300,61704
Renault,2011,1.5,184,9300,48604
Renault,2011,1.5,184,9600,53142
Renault,2011,1.5,184,11300,15202
Mercedes-Benz,2011,2.2,185,12900,85701
Volkswagen,2011,2,185,19000,17517
Renault,2011,1.5,185,10500,1054
Renault,2011,1.5,185,10500,11105
Renault,2011,1.5,185,10500,60622
Volkswagen,2011,1.4,185,10900,55011
Volkswagen,2011,1.4,185,10900,69301
Volkswagen,2011,1.4,185,15200,94133
Renault,2011,1.5,186,6450,19107
Volkswagen,2011,2,189,11500,94085
Audi,2011,2,190,18300,90034
Mercedes-Benz,2011,1.8,190,20400,48306
Mercedes-Benz,2011,1.8,190,20400,2134
Mercedes-Benz,2011,1.8,190,20400,97113
Renault,2011,1.5,190,11111,48042
Mercedes-Benz,2011,2.2,193,12700,2139
Mercedes-Benz,2011,2.2,193,12800,97034
Volkswagen,2011,1.6,194,9990,48237
Renault,2011,2,195,10550,46240
Volkswagen,2011,2,195,18100,55415
Volkswagen,2011,2,196,12000,27403
Volkswagen,2011,2,196,18700,48302
Volkswagen,2011,1.6,196,9800,44691
Mercedes-Benz,2011,2.2,198,12700,80222
Mercedes-Benz,2011,1.8,198,20300,30041
Mercedes-Benz,2011,1.8,198,20300,95051
Mercedes-Benz,2011,1.8,198,20300,37076
Mercedes-Benz,2011,2.2,199,12700,53704
Volkswagen,2011,2,200,22500,94117
Volkswagen,2011,1.6,200,8500,19004
Volkswagen,2011,1.6,200,9300,94705
Mercedes-Benz,2011,2.1,206,21200,4473
Mercedes-Benz,2011,2.2,215,11900,6119
Volkswagen,2011,2,222,13700,5346
BMW,2011,3,223,38000,55454
BMW,2011,3,230,29500,50201
Volkswagen,2011,2,230,12800,44310
Renault,2011,1.5,250,10500,40505
Mercedes-Benz,2011,2.2,260,16500,18036
Volkswagen,2011,1.6,280,7500,13031
Mitsubishi,2010,1.5,1,11800,60647
Toyota,2010,1.6,24,13850,55405
Audi,2010,5.2,30,95000,97205
Audi,2010,3,40,36000,2465
Toyota,2010,1.3,57,10700,48310
Mercedes-Benz,2010,1.8,58,23200,96707-1321
Volkswagen,2010,2,59,9000,31401
Volkswagen,2010,1.4,60,10700,23608
Mercedes-Benz,2010,4.5,65,38900,6268
Toyota,2010,4,65,45500,3825
Mitsubishi,2010,1.3,65,8500,23451
Toyota,2010,3,66,36000,21042
Mercedes-Benz,2010,2,69,20200,94110
Toyota,2010,3.5,73,22000,4259
Mercedes-Benz,2010,6.3,74,56800,3301
BMW,2010,2,74,23500,22030
Audi,2010,2,74,28500,4101
Toyota,2010,1.4,74,11000,46227
Mercedes-Benz,2010,6,76,69900,4011
Mercedes-Benz,2010,6,76,69900,22630
BMW,2010,4.4,76,45500,94610
Mercedes-Benz,2010,3.5,78,28900,40601
BMW,2010,3,81,36900,90031
Mercedes-Benz,2010,5.5,82,44000,4101
BMW,2010,3,82,36900,4849
Mitsubishi,2010,1.5,82,11700,4210
BMW,2010,3.5,83,36300,75080
BMW,2010,4.8,85,15000,46219
BMW,2010,3,85,34500,55411
Toyota,2010,2.7,85,30000,94602
Mercedes-Benz,2010,3,86,29900,55436
BMW,2010,3,86,32500,4210
Toyota,2010,2.4,87,17950,3862
Audi,2010,4.2,88,41000,4032
Renault,2010,2.5,89,12900,55413
Toyota,2010,2.7,90,29500,94131
Toyota,2010,2,90,18900,54971
Volkswagen,2010,1.4,91,11900,44515
Mitsubishi,2010,2,92,9200,42025
